TransactionID,CustomerSegment,ProductCategory,PurchaseAmount ($),Quantity,PurchaseDate
397,Premium,Clothing,525.79,3,2024-04-27 00:48:52.788088060
398,Regular,Electronics,921.91,2,2024-06-09 12:49:06.022309993
399,Wholesale,Electronics,813.02,2,2022-07-12 05:51:37.065820535
400,Wholesale,Books,826.09,9,2023-11-17 09:34:45.108048838
401,Wholesale,Books,796.08,5,2024-04-24 14:28:27.243047002
402,Premium,Home & Kitchen,327.11,7,2022-02-20 00:23:11.082271059
403,Premium,Clothing,766.37,5,2024-10-29 12:44:54.147785260
404,Regular,Books,147.45,7,2024-10-21 03:30:36.926899080
405,Premium,Home & Kitchen,659.43,4,2024-01-03 17:42:32.942732137
406,Premium,Home & Kitchen,643.36,8,2022-08-12 01:01:40.443128453
407,Regular,Books,30.44,7,2023-12-28 10:13:47.709324335
408,Wholesale,Electronics,789.03,5,2022-03-02 02:20:31.823689966
409,Wholesale,Clothing,903.73,6,2024-06-09 18:10:43.680242127
410,Regular,Clothing,271.08,5,2023-04-01 14:34:20.139217679
411,Wholesale,Electronics,813.33,7,2023-05-10 00:48:06.969184447
412,Premium,Books,86.99,2,2024-03-04 02:38:19.052509397
413,Regular,Clothing,601.97,5,2022-10-31 12:20:14.389714247
414,Regular,Books,488.22,3,2024-03-14 12:07:54.480877948
415,Regular,Books,548.19,9,2022-05-10 10:18:44.133318209
416,Wholesale,Home & Kitchen,926.57,6,2023-07-04 14:12:15.259066606
417,Regular,Electronics,871.96,3,2024-11-02 00:56:28.580152682
418,Regular,Books,786.16,7,2024-03-15 09:34:57.421420745
419,Regular,Beauty,277.33,4,2022-06-30 18:03:32.855121399
420,Wholesale,Electronics,912.26,3,2024-10-07 19:39:34.088757284
421,Premium,Clothing,102.02,8,2022-05-22 20:22:02.288176716
422,Regular,Home & Kitchen,854.06,4,2024-03-28 18:45:43.298992892
423,Premium,Clothing,331.52,1,2024-03-11 14:34:11.654819671
424,Wholesale,Clothing,58.5,6,2022-07-22 07:47:45.400589487
425,Wholesale,Electronics,671.01,1,2024-04-05 22:18:29.490336968
426,Wholesale,Clothing,235.12,5,2023-06-12 02:29:00.928350182
427,Wholesale,Books,247.35,7,2022-04-27 20:30:51.509176713
428,Premium,Clothing,309.52,6,2023-05-23 10:41:44.824519721
429,Regular,Home & Kitchen,68.37,2,2024-03-14 06:56:19.338266222
430,Wholesale,Home & Kitchen,181.24,4,2022-05-18 15:08:02.677839842
431,Wholesale,Beauty,10.11,2,2022-12-18 01:13:41.639739204
432,Premium,Home & Kitchen,448.18,1,2023-11-13 10:29:51.308810559
433,Premium,Clothing,88.83,3,2022-04-22 00:34:00.836657719
434,Wholesale,Home & Kitchen,684.24,3,2022-11-01 22:57:25.517078763
435,Regular,Electronics,239.44,7,2024-06-30 20:16:50.498358234
436,Regular,Home & Kitchen,943.86,1,2022-07-17 16:31:01.065076613
437,Wholesale,Books,871.9,9,2023-03-04 13:56:41.918399649
438,Premium,Electronics,292.99,6,2024-01-18 03:34:04.511546043
439,Wholesale,Beauty,784.3,4,2022-01-01 05:34:47.839072036
440,Wholesale,Books,804.23,3,2024-04-20 11:29:38.482437089
441,Premium,Clothing,986.63,3,2024-03-17 12:29:32.813028413
442,Wholesale,Clothing,599.85,2,2022-01-28 18:36:32.735495715
443,Wholesale,Clothing,86.56,2,2024-01-10 21:46:49.121799764
444,Wholesale,Books,648.6,5,2023-08-29 19:14:30.957455043
445,Premium,Books,626.85,9,2023-12-05 02:22:09.885981903
446,Regular,Books,640.16,2,2022-05-23 16:55:41.301887691
447,Regular,Electronics,310.61,2,2022-01-31 16:36:55.057883954
448,Premium,Electronics,860.38,6,2023-06-01 14:06:41.420305508
449,Regular,Clothing,959.67,2,2022-03-04 04:18:55.415491198
450,Wholesale,Home & Kitchen,221.62,4,2024-11-13 05:24:21.779723785
451,Regular,Clothing,92.71,6,2022-01-13 06:33:00.774663846
452,Wholesale,Beauty,198.56,5,2024-01-08 04:18:29.540526848
453,Regular,Electronics,821.45,1,2023-11-01 00:36:42.745530126
454,Premium,Books,678.26,6,2024-01-04 13:28:32.579197115
455,Regular,Electronics,637.87,1,2023-07-26 17:03:39.293988755
456,Regular,Books,404.78,3,2022-09-18 07:47:40.576870945
457,Regular,Beauty,579.94,5,2022-03-28 15:45:06.656252013
458,Premium,Beauty,311.33,5,2024-02-23 14:57:25.877584614
459,Regular,Electronics,479.81,6,2022-01-09 19:25:37.381962060
460,Premium,Books,794.1,8,2024-07-31 04:40:44.853752964
461,Wholesale,Beauty,981.34,5,2024-07-13 09:22:37.504307739
462,Regular,Clothing,932.83,1,2022-05-24 21:20:36.233590294
463,Premium,Clothing,934.2,5,2022-03-15 13:55:04.024492652
464,Premium,Books,405.21,3,2024-07-05 21:37:48.683706000
465,Regular,Electronics,471.45,4,2023-12-23 13:44:50.266713953
466,Wholesale,Beauty,707.11,8,2023-05-30 21:09:04.733855629
467,Premium,Electronics,922.58,7,2022-09-07 09:47:04.283295515
468,Regular,Clothing,146.28,5,2022-05-17 12:17:18.893454303
469,Wholesale,Beauty,307.72,2,2023-12-30 15:14:20.966320444
470,Premium,Electronics,143.55,6,2024-01-31 19:22:10.527120703
471,Premium,Home & Kitchen,613.95,6,2023-08-25 09:52:32.379815504
472,Wholesale,Books,309.77,6,2024-12-24 19:05:42.654048712
473,Wholesale,Books,329.48,9,2024-08-06 15:50:35.999099399
474,Regular,Home & Kitchen,75.56,8,2024-04-27 08:27:11.615188913
475,Regular,Clothing,353.05,8,2022-04-30 01:07:54.008287941
476,Premium,Beauty,863.18,1,2024-12-05 11:21:19.024664522
477,Wholesale,Books,236.91,5,2022-05-05 15:49:37.572306049
478,Wholesale,Home & Kitchen,696.71,7,2022-09-12 06:26:47.263508835
479,Wholesale,Home & Kitchen,631.48,6,2023-08-25 07:45:55.087950713
480,Premium,Clothing,864.17,5,2022-01-28 07:45:57.110779266
481,Wholesale,Clothing,136.63,8,2024-09-30 04:11:09.397844769
482,Wholesale,Electronics,977.7,3,2024-10-28 20:28:23.958269205
483,Premium,Books,584.72,6,2024-07-13 19:15:06.860316401
484,Regular,Electronics,995.5,5,2023-02-17 02:20:16.682403359
485,Regular,Home & Kitchen,911.96,8,2023-07-10 02:32:28.709596047
486,Premium,Beauty,225.41,4,2024-06-19 13:35:15.862157312
487,Wholesale,Beauty,60.88,8,2023-02-01 10:57:21.022750001
488,Premium,Clothing,259.36,2,2023-10-18 22:25:30.790714894
489,Regular,Beauty,529.93,9,2024-03-03 18:30:01.090341803
490,Regular,Beauty,175.74,9,2024-08-10 00:28:18.955169097
491,Premium,Beauty,171.62,6,2022-03-01 14:43:19.472081042
492,Premium,Home & Kitchen,465.28,4,2023-02-17 21:29:41.628748938
493,Regular,Beauty,38.1,4,2023-11-03 10:42:11.961479466
494,Premium,Beauty,126.28,6,2022-05-27 15:22:40.926045009
495,Regular,Beauty,418.78,5,2023-09-09 12:44:43.437971633
496,Premium,Electronics,67.81,6,2024-04-27 04:11:45.306076513
497,Premium,Home & Kitchen,399.77,7,2023-11-13 20:38:13.431296877
498,Premium,Clothing,476.64,7,2023-04-20 11:56:07.977777910
499,Regular,Electronics,454.01,9,2024-01-26 13:28:14.306860476
500,Premium,Books,869.83,8,2022-10-31 18:46:16.451656387
501,Regular,Home & Kitchen,532.41,6,2022-02-11 20:56:17.362548334
502,Regular,Home & Kitchen,470.64,6,2023-01-20 22:10:06.604993894
503,Premium,Books,413.66,5,2023-04-07 04:35:22.828663058
504,Premium,Books,818.54,1,2022-01-09 16:17:32.337738930
505,Regular,Books,895.58,9,2024-03-17 05:51:30.918893381
506,Regular,Clothing,853.98,9,2023-09-24 16:49:38.677608399
507,Wholesale,Beauty,675.18,9,2023-01-10 05:03:37.985547416
508,Regular,Home & Kitchen,141.67,8,2023-12-14 09:31:46.006697034
509,Wholesale,Beauty,280.49,3,2022-08-18 22:28:43.141899974
510,Wholesale,Beauty,50.83,1,2022-12-07 08:56:36.097806903
511,Wholesale,Books,931.17,8,2023-08-12 07:53:36.006802776
512,Premium,Clothing,662.49,7,2024-09-18 00:17:29.309370526
513,Premium,Electronics,747.63,5,2022-08-26 00:57:05.995169763
514,Regular,Clothing,315.01,7,2023-04-18 17:08:31.817683672
515,Wholesale,Beauty,846.43,4,2024-11-02 10:11:32.843030092
516,Premium,Clothing,263.31,9,2023-10-19 00:17:02.521057960
517,Premium,Books,6.64,2,2024-10-19 14:15:36.170785566
518,Premium,Electronics,379.53,9,2023-08-24 18:21:47.145734559
519,Premium,Books,572.91,9,2024-07-03 23:17:45.814264289
520,Premium,Electronics,481.31,5,2024-07-20 10:50:10.493993786
521,Wholesale,Beauty,862.77,1,2024-12-01 12:33:02.934961263
522,Wholesale,Electronics,109.88,7,2024-02-09 19:34:27.495087029
523,Wholesale,Electronics,556.05,4,2023-11-02 05:26:39.672400249
524,Wholesale,Electronics,515.41,9,2022-12-10 09:34:28.482508480
525,Regular,Clothing,284.99,6,2023-08-13 18:21:04.121086281
526,Wholesale,Clothing,823.12,3,2022-10-21 07:50:27.493299331
527,Premium,Beauty,754.08,6,2024-08-29 07:54:08.589910397
528,Wholesale,Electronics,734.19,6,2023-03-13 09:14:35.078576397
529,Regular,Home & Kitchen,876.81,5,2024-03-10 23:20:59.315507595
530,Premium,Beauty,724.17,2,2022-07-25 08:48:30.269496994
531,Wholesale,Electronics,235.68,2,2023-04-09 20:28:51.081413962
532,Wholesale,Electronics,707.03,7,2023-05-11 21:31:44.872109340
533,Wholesale,Clothing,311.16,2,2022-03-09 20:49:32.111239187
534,Premium,Beauty,245.96,6,2022-06-11 04:07:20.702878989
535,Premium,Electronics,77.64,5,2023-03-08 08:16:31.932255335
536,Regular,Electronics,745.31,4,2024-02-20 15:16:11.563094201
537,Premium,Beauty,712.45,7,2023-11-05 08:17:58.704054524
538,Premium,Home & Kitchen,238.33,8,2024-06-28 08:06:23.872469703
539,Wholesale,Beauty,750.63,4,2023-08-10 00:14:28.194975746
540,Premium,Beauty,918.25,1,2024-09-29 23:54:05.453632747
541,Wholesale,Home & Kitchen,112.49,1,2024-08-01 00:10:05.660205283
542,Wholesale,Beauty,236.47,1,2024-12-11 20:03:55.416819341
543,Premium,Electronics,751.51,1,2023-03-05 18:04:42.205880267
544,Regular,Beauty,278.13,5,2022-10-03 16:12:05.505562591
545,Regular,Home & Kitchen,626.54,4,2024-08-02 01:36:58.920543284
546,Premium,Books,85.76,9,2023-08-22 19:26:09.088048237
547,Regular,Beauty,454.94,3,2022-07-08 09:04:01.940693939
548,Wholesale,Clothing,740.4,7,2024-07-21 01:43:33.349776387
549,Wholesale,Electronics,688.08,8,2024-09-05 18:01:42.998706859
550,Premium,Electronics,816.0,6,2024-10-05 10:35:38.078802479
551,Regular,Clothing,878.06,1,2022-12-06 07:23:26.256406362
552,Regular,Clothing,774.32,8,2023-12-25 11:31:35.803304443
553,Wholesale,Beauty,673.23,3,2022-04-16 16:27:03.548647804
554,Premium,Clothing,36.56,8,2024-09-09 09:16:50.497138179
555,Regular,Books,537.29,4,2022-06-02 23:14:13.098700616
556,Premium,Home & Kitchen,42.51,8,2023-08-12 20:28:51.558859567
557,Regular,Clothing,809.03,1,2022-02-23 12:43:02.507364457
558,Wholesale,Clothing,324.12,3,2024-03-12 14:06:55.460997207
559,Wholesale,Books,564.62,6,2023-05-09 10:36:07.712750448
560,Premium,Electronics,283.05,9,2024-10-13 02:28:22.933998107
561,Wholesale,Electronics,783.59,2,2022-05-25 23:38:06.079453761
562,Regular,Beauty,887.07,1,2022-08-30 22:29:08.151833967
563,Wholesale,Books,401.65,3,2022-01-20 02:13:44.234859662
564,Premium,Home & Kitchen,863.61,4,2024-03-27 04:49:46.539684384
565,Premium,Home & Kitchen,270.74,5,2024-02-27 22:33:56.886668733
566,Premium,Books,536.99,3,2023-03-27 02:52:10.623126461
567,Regular,Home & Kitchen,859.47,2,2024-08-18 01:37:16.359508623
568,Regular,Electronics,329.25,2,2023-08-06 06:06:25.477765840
569,Regular,Home & Kitchen,954.27,7,2024-12-08 11:50:03.621556266
570,Regular,Home & Kitchen,126.27,9,2022-11-08 15:26:10.717269747
571,Regular,Books,23.18,2,2022-04-07 01:19:40.945177933
572,Wholesale,Books,904.61,7,2022-12-30 15:00:36.575263802
573,Regular,Home & Kitchen,73.31,7,2023-09-02 13:35:14.667078192
574,Regular,Clothing,991.93,7,2022-01-20 04:56:19.164962037
575,Wholesale,Books,951.64,3,2022-10-01 17:18:57.202472733
576,Regular,Beauty,141.34,7,2022-05-04 12:56:02.242276683
577,Premium,Beauty,539.9,1,2022-11-14 02:28:14.609970001
578,Regular,Electronics,189.0,1,2022-09-30 07:04:03.521333851
579,Regular,Home & Kitchen,431.01,5,2022-11-09 14:56:32.732161814
580,Premium,Clothing,66.12,2,2023-08-23 05:16:10.230701868
581,Premium,Electronics,227.8,9,2024-06-19 22:16:29.460927950
582,Premium,Home & Kitchen,366.46,7,2023-03-18 04:31:59.997957390
583,Premium,Books,441.45,4,2024-02-12 07:18:26.156724969
584,Regular,Beauty,977.61,4,2022-01-27 11:56:18.961029183
585,Premium,Clothing,808.83,2,2023-02-22 14:27:35.479322119
586,Premium,Beauty,738.72,5,2022-08-28 11:06:16.309160181
587,Wholesale,Books,539.36,4,2022-12-06 13:21:06.618993980
588,Premium,Home & Kitchen,840.8,1,2022-12-11 04:38:10.870270446
589,Premium,Books,342.63,8,2023-09-28 00:52:58.371146065
590,Wholesale,Books,710.35,3,2023-02-04 06:54:46.517011942
591,Wholesale,Beauty,993.82,6,2024-07-11 07:07:59.172924736
592,Regular,Clothing,318.06,4,2023-10-29 07:18:32.426999940
593,Wholesale,Books,675.65,9,2022-09-02 02:38:55.655348306
594,Regular,Beauty,845.09,7,2023-01-22 13:51:01.340467470
595,Wholesale,Clothing,916.23,9,2023-05-08 00:06:33.294170222
596,Wholesale,Home & Kitchen,719.34,3,2022-02-21 10:55:55.442805622
597,Regular,Home & Kitchen,287.19,1,2024-12-26 07:47:19.917238180
598,Wholesale,Electronics,329.65,5,2022-04-14 02:40:01.620554056
599,Regular,Beauty,25.65,3,2022-09-18 02:55:38.079031336
600,Wholesale,Clothing,762.08,6,2024-05-08 13:36:48.575994902
601,Premium,Books,47.53,8,2024-06-29 06:24:21.802912506
602,Wholesale,Home & Kitchen,865.33,4,2022-03-29 19:16:36.754803610
603,Regular,Clothing,123.07,5,2024-10-30 20:04:03.717742399
604,Wholesale,Beauty,176.02,5,2024-03-25 15:11:39.432595043
605,Regular,Electronics,479.14,4,2024-07-05 15:37:28.512720273
606,Regular,Home & Kitchen,739.19,4,2024-02-08 14:36:30.906770060
607,Premium,Clothing,143.31,4,2023-04-24 08:56:01.073413942
608,Premium,Clothing,442.87,4,2022-09-04 09:40:08.321183438
609,Regular,Clothing,485.44,4,2022-08-03 21:49:46.149616939
610,Wholesale,Beauty,216.22,5,2022-05-23 18:05:09.136036503
611,Regular,Beauty,119.98,2,2024-03-20 07:59:01.111797490
612,Regular,Beauty,837.24,2,2023-07-20 00:11:06.184584808
613,Wholesale,Books,504.95,9,2023-10-11 16:29:05.483072867
614,Wholesale,Clothing,19.31,2,2022-06-27 07:04:54.869796204
615,Wholesale,Home & Kitchen,803.97,6,2022-03-31 02:22:24.175964106
616,Wholesale,Beauty,980.89,2,2022-02-08 16:01:57.263955645
617,Regular,Beauty,607.9,5,2023-12-10 20:28:27.156133871
618,Regular,Clothing,506.19,4,2023-08-05 03:00:48.264566164
619,Premium,Beauty,879.02,7,2024-06-11 22:25:37.637651466
620,Regular,Books,952.75,7,2023-04-10 00:58:52.872358193
621,Wholesale,Books,755.76,6,2023-09-25 02:25:54.636865022
622,Premium,Beauty,448.23,5,2022-02-22 14:06:02.958970210
623,Wholesale,Clothing,594.26,1,2023-09-24 17:47:33.518873951
624,Regular,Clothing,702.43,3,2024-10-03 21:38:38.342872077
625,Premium,Clothing,198.3,9,2023-03-17 06:36:44.368110800
626,Wholesale,Electronics,449.97,1,2023-08-02 01:43:40.693238202
627,Premium,Beauty,830.67,5,2023-11-26 09:55:59.497900868
628,Premium,Clothing,656.45,2,2024-03-26 01:59:48.483105384
629,Regular,Books,414.15,4,2022-02-09 01:36:13.857218706
630,Wholesale,Home & Kitchen,665.05,1,2023-07-01 10:01:34.784264335
631,Premium,Home & Kitchen,122.63,3,2024-10-17 02:28:30.304722925
632,Premium,Clothing,404.49,7,2022-09-08 20:44:34.453413209
633,Wholesale,Home & Kitchen,794.16,3,2024-09-03 14:45:17.883923800
634,Premium,Home & Kitchen,224.41,4,2024-09-10 06:59:08.414135214
635,Premium,Electronics,190.03,2,2024-12-20 06:05:48.754855132
636,Premium,Books,951.06,3,2023-10-13 17:44:40.940515399
637,Wholesale,Books,213.85,9,2023-11-22 18:36:53.814974166
638,Wholesale,Electronics,264.61,3,2023-08-11 01:35:11.582293526
639,Wholesale,Electronics,969.77,5,2024-05-28 18:23:13.427726708
640,Wholesale,Home & Kitchen,736.04,2,2024-02-28 04:55:06.121189468
641,Regular,Beauty,701.1,4,2023-09-20 04:41:45.703137603
642,Premium,Home & Kitchen,853.66,7,2024-02-21 23:53:59.432417854
643,Wholesale,Electronics,120.24,7,2024-09-07 10:25:36.360418016
644,Premium,Books,707.43,3,2023-03-08 15:40:18.391697753
645,Premium,Home & Kitchen,506.17,5,2024-04-17 01:05:20.952999014
646,Regular,Beauty,830.0,1,2023-10-20 12:04:14.499898124
647,Wholesale,Home & Kitchen,510.6,1,2023-08-07 14:07:35.301191404
648,Wholesale,Clothing,622.14,5,2022-10-26 09:42:28.727487189
649,Premium,Home & Kitchen,480.35,9,2024-12-03 01:59:14.729644616
650,Wholesale,Electronics,480.77,1,2022-10-15 23:06:11.403660927
651,Premium,Books,769.13,1,2023-01-15 21:25:39.019160128
652,Premium,Books,630.42,4,2023-03-25 22:00:41.086317918
653,Regular,Electronics,635.1,4,2024-09-08 18:47:03.517724078
654,Regular,Clothing,453.03,2,2023-04-28 02:52:38.115046118
655,Regular,Electronics,533.45,9,2022-10-16 21:09:17.713158347
656,Premium,Home & Kitchen,746.99,9,2024-05-09 17:57:00.414774325
657,Wholesale,Electronics,826.81,2,2024-04-03 21:12:45.241437518
658,Regular,Electronics,698.08,9,2024-08-16 20:48:53.066228870
659,Wholesale,Clothing,924.45,6,2024-10-11 23:08:17.050329192
660,Regular,Home & Kitchen,821.22,8,2023-07-01 01:16:25.358892553
661,Regular,Beauty,564.05,4,2023-01-31 05:28:18.942106267
662,Premium,Beauty,673.05,2,2022-12-05 01:21:42.100832804
663,Regular,Books,926.68,2,2024-06-20 12:41:49.992438850
664,Regular,Electronics,621.07,9,2023-01-18 06:29:28.318914858
665,Premium,Books,825.68,1,2024-03-17 11:37:15.830859476
666,Wholesale,Clothing,690.37,7,2022-11-15 17:54:50.167283812
667,Regular,Beauty,554.18,3,2023-01-27 12:00:13.275994443
668,Premium,Electronics,245.63,3,2023-12-12 22:26:41.247637222
669,Regular,Clothing,428.87,2,2024-12-19 01:29:50.087518588
670,Premium,Clothing,967.9,6,2022-12-05 09:50:04.534333206
671,Wholesale,Electronics,659.48,2,2022-09-17 00:26:19.523407980
672,Wholesale,Clothing,566.57,4,2023-08-18 20:17:40.069183445
673,Premium,Electronics,933.29,9,2024-08-10 19:16:26.131223986
674,Premium,Electronics,588.58,9,2024-03-16 17:16:14.612379865
675,Premium,Home & Kitchen,528.45,6,2022-02-01 15:17:30.630947093
676,Wholesale,Books,760.51,4,2024-10-01 18:42:53.419213368
677,Regular,Clothing,714.1,7,2024-06-14 11:14:57.933325297
678,Wholesale,Clothing,197.19,1,2022-10-30 14:39:51.559850737
679,Premium,Home & Kitchen,473.95,4,2023-03-18 09:31:33.975210069
680,Premium,Home & Kitchen,475.15,5,2024-06-08 00:54:46.985554666
681,Wholesale,Home & Kitchen,381.33,8,2022-09-26 20:37:00.746520350
682,Premium,Beauty,519.71,2,2024-12-01 14:25:09.961720712
683,Wholesale,Beauty,416.04,5,2022-10-02 00:37:18.745891513
684,Premium,Beauty,203.35,6,2022-04-10 01:32:39.674727202
685,Regular,Electronics,415.3,5,2022-09-21 18:30:50.546975070
686,Regular,Clothing,76.92,9,2024-04-13 20:54:19.867615096
687,Premium,Books,577.91,1,2022-09-16 05:46:28.424603406
688,Wholesale,Electronics,854.39,3,2024-03-25 05:49:27.408778335
689,Regular,Clothing,726.66,2,2022-03-08 00:13:10.459888125
690,Wholesale,Clothing,363.59,3,2022-05-14 14:06:27.188726559
691,Premium,Home & Kitchen,91.64,9,2024-07-17 10:44:01.442706514
692,Wholesale,Home & Kitchen,206.14,9,2023-05-27 17:48:44.676411803
693,Regular,Electronics,547.76,2,2022-11-01 20:17:36.219343828
694,Wholesale,Home & Kitchen,211.02,3,2024-10-05 12:08:40.326380110
695,Wholesale,Clothing,546.25,4,2023-06-07 14:27:57.402839698
696,Premium,Home & Kitchen,235.44,9,2023-07-31 05:32:23.139971453
697,Premium,Beauty,849.68,3,2022-07-05 12:44:03.290200453
698,Premium,Home & Kitchen,400.29,7,2023-02-17 22:33:18.210869832
699,Regular,Clothing,249.32,3,2023-08-31 02:47:13.888702931
700,Regular,Electronics,813.26,7,2023-12-12 05:54:20.370717605
701,Premium,Books,346.12,7,2024-09-26 19:39:01.635208401
702,Premium,Home & Kitchen,115.93,9,2024-06-19 19:33:43.071397500
703,Regular,Clothing,572.56,2,2024-05-04 02:33:01.343518642
704,Regular,Books,583.66,6,2022-02-09 08:26:41.815054303
705,Regular,Books,716.12,9,2024-12-22 23:16:52.841753908
706,Regular,Beauty,244.02,2,2022-03-21 14:18:52.266213050
707,Premium,Books,446.55,2,2024-12-30 21:57:10.787147341
708,Regular,Clothing,285.96,5,2024-09-09 21:12:52.598406329
709,Premium,Clothing,85.55,8,2024-05-08 01:56:33.647428658
710,Wholesale,Home & Kitchen,877.23,9,2023-12-16 17:19:12.329408660
711,Wholesale,Home & Kitchen,730.23,2,2023-10-18 04:29:19.021118743
712,Regular,Home & Kitchen,304.96,5,2024-10-24 13:16:19.444813905
713,Wholesale,Books,601.38,7,2022-11-04 18:14:51.816485788
714,Wholesale,Books,205.26,6,2023-12-08 21:30:57.162030060
715,Wholesale,Beauty,890.79,6,2022-11-25 08:13:35.093853592
716,Regular,Home & Kitchen,119.33,7,2022-03-16 08:50:01.948338498
717,Regular,Electronics,8.82,3,2024-11-17 08:33:38.903084120
718,Wholesale,Beauty,504.5,3,2023-02-18 06:06:38.097232581
719,Premium,Electronics,585.21,9,2024-01-20 03:11:02.294332103
720,Wholesale,Books,581.07,8,2023-03-10 10:05:48.229033105
721,Regular,Beauty,59.24,5,2024-11-19 04:09:23.934212352
722,Regular,Beauty,317.47,6,2024-08-26 15:33:57.991587055
723,Regular,Clothing,501.7,1,2022-02-19 17:23:53.824369538
724,Wholesale,Books,220.5,1,2023-07-30 23:54:13.476456131
725,Premium,Books,873.26,4,2022-04-24 14:32:37.048852750
726,Regular,Beauty,91.67,2,2023-08-12 12:27:25.941449253
727,Regular,Books,489.95,7,2023-03-02 19:29:07.550526802
728,Wholesale,Beauty,692.96,2,2023-01-26 18:17:22.997030830
729,Premium,Clothing,265.44,2,2023-08-01 09:27:57.829771622
730,Wholesale,Beauty,626.12,5,2023-08-16 09:27:35.038850661
731,Regular,Books,830.24,4,2023-11-22 12:28:55.077488304
732,Premium,Books,194.39,8,2024-07-07 01:11:31.642189138
733,Premium,Beauty,917.63,4,2024-04-10 23:38:56.443712772
734,Regular,Beauty,555.79,6,2023-08-14 12:32:26.753652446
735,Premium,Beauty,302.74,5,2022-03-24 12:34:47.063537874
736,Premium,Home & Kitchen,433.7,2,2022-03-17 03:32:26.816353971
737,Wholesale,Books,315.63,8,2023-11-13 11:11:15.450099169
738,Regular,Books,726.49,2,2022-12-05 09:10:16.352078956
739,Regular,Home & Kitchen,797.32,9,2022-10-05 17:50:12.448946181
740,Regular,Beauty,833.77,9,2023-05-02 22:23:59.059940122
741,Regular,Clothing,985.84,3,2023-11-25 07:31:01.525971268
742,Regular,Beauty,792.33,4,2024-03-14 19:18:13.897879312
743,Premium,Beauty,603.38,8,2022-02-13 16:29:27.632253254
744,Wholesale,Home & Kitchen,342.52,9,2022-06-12 22:16:57.191374414
745,Regular,Books,546.87,3,2023-06-24 18:12:36.216062988
746,Wholesale,Beauty,45.86,5,2024-08-10 06:22:01.763069787
747,Wholesale,Books,746.1,8,2023-12-07 07:18:55.417578716
748,Premium,Electronics,448.73,3,2022-05-18 05:20:49.213093488
749,Regular,Books,24.92,7,2023-03-28 16:01:01.440474615
750,Premium,Clothing,67.19,8,2022-11-13 15:10:24.237125162
751,Regular,Clothing,390.53,3,2022-11-16 18:50:17.555130272
752,Premium,Beauty,585.5,2,2024-11-10 20:00:01.596403302
753,Wholesale,Books,466.88,7,2024-10-25 02:39:17.946289338
754,Regular,Beauty,621.11,9,2023-07-13 15:21:31.865036443
755,Wholesale,Home & Kitchen,482.89,1,2024-09-27 06:04:27.959688952
756,Wholesale,Clothing,663.4,3,2024-03-21 07:46:04.233173877
757,Premium,Beauty,223.03,5,2022-12-11 12:14:21.666429709
758,Regular,Home & Kitchen,117.28,3,2024-07-20 04:02:59.359364097
759,Wholesale,Beauty,598.45,1,2023-07-04 05:32:55.811571043
760,Premium,Books,487.27,7,2022-05-26 19:38:12.549127959
761,Regular,Books,31.73,7,2023-11-28 10:35:38.311949476
762,Regular,Books,383.58,8,2022-02-09 18:05:58.601583325
763,Wholesale,Books,110.59,5,2024-08-15 09:27:27.389948070
764,Regular,Electronics,533.7,5,2023-12-27 00:18:15.289213134
765,Wholesale,Home & Kitchen,398.8,5,2023-01-27 09:40:51.529514744
766,Regular,Home & Kitchen,615.09,1,2022-03-01 08:10:26.298927850
767,Premium,Books,806.57,5,2022-03-16 18:44:05.553701050
768,Wholesale,Electronics,303.17,6,2024-02-15 13:05:41.917832759
769,Wholesale,Books,962.29,1,2024-10-25 18:53:15.681108697
770,Regular,Electronics,537.96,7,2022-12-13 13:28:51.117525524
771,Regular,Books,620.2,1,2023-09-15 01:00:28.227424640
772,Wholesale,Clothing,682.27,2,2022-03-27 17:33:07.901507285
773,Regular,Clothing,668.4,2,2022-09-14 23:42:57.233682206
774,Premium,Beauty,513.42,5,2022-08-29 02:36:41.051394852
775,Regular,Books,431.62,7,2024-05-01 19:10:58.826443610
776,Premium,Home & Kitchen,58.51,1,2024-01-02 00:22:13.689587699
777,Premium,Beauty,26.98,1,2022-04-14 06:43:39.241702015
778,Premium,Clothing,361.17,1,2024-01-03 21:02:06.303063929
779,Premium,Books,336.99,6,2022-03-27 07:55:18.063837625
780,Premium,Beauty,390.76,2,2023-09-28 22:10:46.404950303
781,Regular,Books,142.68,1,2022-07-23 19:52:25.231406143
782,Premium,Clothing,739.48,6,2022-04-15 06:40:00.449544905
783,Regular,Beauty,857.68,2,2022-01-02 20:34:27.107265360
784,Premium,Clothing,939.02,6,2024-09-05 02:27:20.362741652
785,Wholesale,Electronics,494.9,8,2022-06-22 03:47:29.983274380
786,Premium,Clothing,702.36,2,2022-05-03 04:20:15.401452096
787,Wholesale,Books,856.27,9,2024-08-08 09:02:33.395060512
788,Premium,Home & Kitchen,421.2,8,2022-01-01 00:02:39.130495000
789,Premium,Clothing,312.87,1,2024-09-30 05:19:04.860993320
790,Premium,Home & Kitchen,937.04,7,2024-05-18 23:28:49.980043832
791,Wholesale,Electronics,518.1,6,2023-04-27 22:01:54.854412720
792,Wholesale,Beauty,499.77,6,2023-10-27 13:32:26.421358647
793,Premium,Beauty,182.52,6,2024-02-13 15:10:07.064712919
794,Regular,Home & Kitchen,112.61,6,2024-09-02 04:25:54.269560256
